dm_1 foto_1 straaling_1 temp_1 lai_1 meldug_1 lai_0 dm_2 foto_2 straaling_2 temp_2 lai_2 meldug_2 dm_3 foto_3 straaling_3 temp_3 lai_3 meldug_3 dm_4 foto_4 straaling_4 temp_4 lai_4 meldug_4 mikro_1 middel_1 mikro_2 middel_2 mikro_3 middel_3 nedboer_1 nedboer_2 nedboer_3 udbytte
16 11 1 3 6 0 6 35 14 2 1 5 0 62 19 1 2 4 0 71 10 2 2 1 0 0 2 3 2 3 1 1 0 2 60
17 12 2 0 4 7 7 33 11 2 0 4 1 56 17 2 2 3 0 68 12 1 2 1 0 0 3 1 3 2 2 0 2 1 57
9 7 0 1 5 0 6 29 13 2 1 5 0 60 21 2 1 3 0 57 5 0 1 1 0 1 2 3 3 1 2 2 2 1 49
8 7 1 2 3 0 3 19 9 1 1 3 0 35 13 2 2 2 0 38 6 1 1 1 0 2 1 1 1 1 0 0 2 2 33
10 8 1 1 3 0 3 21 9 2 1 2 0 34 12 2 2 1 0 25 0 1 2 0 0 1 3 1 2 3 3 2 2 1 21
16 12 2 0 7 2 7 28 11 2 2 7 0 59 22 2 2 5 0 62 8 0 2 1 0 1 1 1 3 0 1 1 1 0 53
19 13 2 0 6 4 6 28 9 1 2 6 0 54 18 1 1 4 0 54 5 0 2 1 0 1 3 1 1 1 3 1 2 1 46
7 7 1 0 2 8 5 17 8 1 0 2 3 30 11 1 1 1 0 30 5 0 1 0 0 0 3 0 3 0 2 0 1 0 26
20 14 2 1 5 5 6 33 10 1 2 5 2 49 13 1 2 3 0 50 5 0 2 1 0 1 1 0 2 1 1 1 1 1 42
15 10 1 1 6 5 6 32 12 2 2 6 3 57 19 2 2 4 0 63 9 0 1 1 0 2 2 2 2 2 3 0 1 0 54
15 11 2 2 7 5 7 22 8 0 2 5 5 49 20 2 1 4 2 59 10 0 2 1 0 3 0 1 2 3 3 2 1 0 51
16 12 2 1 4 0 4 34 13 2 0 4 0 56 18 2 2 3 0 67 11 1 1 1 0 0 2 0 2 0 1 0 0 0 57
12 9 1 1 5 5 6 27 11 2 1 4 7 48 17 2 2 3 2 49 5 0 1 1 0 3 0 1 2 0 3 1 1 0 41
6 6 2 1 1 7 3 9 4 1 0 1 3 26 12 2 1 1 0 25 2 1 3 0 0 2 3 1 1 0 1 0 2 1 21
6 5 0 1 3 8 6 15 8 1 1 3 6 30 12 1 1 2 0 32 6 1 3 1 0 0 0 0 3 1 1 1 0 2 27
10 7 1 1 2 8 5 12 4 2 2 1 7 23 10 1 1 1 0 22 4 1 2 0 0 1 0 1 2 0 2 2 2 0 18
12 9 1 1 5 3 5 25 10 1 1 5 0 51 19 1 2 4 0 56 7 1 1 1 0 1 3 2 1 3 3 1 0 2 47
9 7 1 3 4 6 5 21 9 2 2 4 2 40 15 0 1 3 0 47 8 0 3 1 0 2 2 3 1 2 0 0 2 0 40
12 9 1 0 5 0 6 31 13 2 1 5 0 57 19 1 3 4 0 59 7 1 2 1 0 0 1 1 2 3 1 0 2 2 50
9 7 1 3 5 6 6 22 10 2 1 5 3 44 16 1 3 3 6 46 6 1 2 1 1 3 1 2 0 2 3 1 0 0 39
19 13 2 2 6 1 7 32 11 2 3 6 0 55 17 1 3 4 0 61 9 1 2 1 0 3 1 3 3 3 2 2 2 1 52
15 11 1 1 6 6 6 29 11 2 1 6 1 54 18 2 2 4 0 67 12 1 2 1 0 2 3 1 2 0 3 0 1 0 57
15 11 1 1 6 2 6 28 10 2 1 6 0 54 18 2 1 4 0 57 7 1 2 1 0 1 3 0 3 3 3 1 1 1 48
14 9 1 1 5 5 6 32 13 2 0 5 1 62 20 2 1 3 0 69 9 1 3 1 0 3 3 0 3 1 1 2 1 1 59
17 12 1 1 7 2 7 32 12 1 1 7 0 61 20 1 1 5 0 82 18 2 2 2 0 0 3 2 3 1 2 0 0 2 69
11 8 0 1 4 0 4 25 10 1 0 4 0 48 17 1 2 3 0 54 8 0 1 1 0 0 1 1 1 0 3 0 2 1 46
19 13 2 1 6 5 6 36 13 2 1 6 0 69 23 2 1 5 0 81 13 0 1 2 0 0 3 1 3 1 1 0 2 1 69
9 8 1 1 4 2 5 19 9 1 0 4 0 41 16 1 2 3 0 51 10 1 2 1 0 0 2 1 1 3 1 0 1 2 44
20 14 2 1 6 6 7 35 11 1 2 6 2 57 17 1 2 4 0 66 10 1 1 1 0 0 1 3 3 2 2 0 1 0 56
17 12 3 1 5 0 6 32 11 1 0 4 0 55 18 3 2 3 0 58 6 0 1 1 0 2 0 1 2 2 0 0 2 0 49
19 14 2 1 6 6 7 38 14 2 2 6 5 63 19 2 2 4 0 65 8 1 3 1 0 0 0 1 1 0 3 0 0 0 55
15 11 2 2 3 6 3 9 0 2 2 0 8 5 0 2 1 0 7 9 5 0 1 0 0 3 0 2 2 2 3 1 0 0 8
17 12 2 1 5 3 5 27 8 1 3 4 0 43 14 1 1 3 0 46 7 0 1 1 0 1 2 3 2 3 1 0 1 1 39
13 10 1 1 6 4 6 33 14 2 0 5 0 50 15 1 3 3 0 52 5 0 2 1 0 0 2 1 2 2 0 0 2 0 44
15 10 1 2 6 1 6 27 10 1 3 5 0 55 20 3 1 3 0 64 10 0 1 1 0 3 2 2 0 1 1 1 1 1 55
11 9 1 1 4 1 5 25 11 2 1 4 0 46 15 2 2 2 0 56 9 1 2 1 0 2 2 3 3 2 2 1 2 0 48
17 12 2 1 6 0 6 32 11 2 3 6 0 54 17 2 2 4 0 61 9 1 2 1 0 3 1 2 0 3 2 1 0 1 52
16 11 1 3 7 1 7 29 11 2 2 5 5 53 18 3 2 4 1 60 9 1 2 1 0 2 0 3 1 2 3 0 2 1 51
9 8 0 1 7 5 6 21 9 1 1 6 6 41 16 1 2 2 8 43 6 0 1 1 4 3 0 2 0 1 1 0 0 1 36
13 10 1 1 5 5 6 29 12 3 2 5 1 47 14 1 3 3 0 59 12 1 2 1 0 3 2 1 2 3 1 1 2 1 50
15 11 2 1 3 5 4 24 8 2 1 2 1 32 9 1 3 1 0 34 5 0 2 0 0 3 2 0 2 3 3 2 0 2 29
8 6 0 1 3 5 3 18 8 1 1 3 1 32 11 1 3 2 0 41 9 2 1 1 0 3 2 3 2 2 3 2 2 0 35
11 9 2 1 3 8 6 18 7 2 3 2 4 27 9 2 2 1 4 29 5 1 2 0 0 2 1 3 0 2 2 0 2 0 25
15 11 1 0 5 4 6 35 14 2 0 5 0 49 12 0 2 3 0 64 13 2 2 1 0 1 3 1 0 3 0 2 2 2 54
11 8 1 2 4 3 4 21 9 1 1 4 5 40 15 1 1 3 3 39 5 0 2 1 1 1 0 3 2 0 1 1 2 0 33
14 10 1 1 7 0 6 30 12 2 1 7 0 59 21 2 2 5 0 68 10 0 2 2 0 3 2 3 0 1 1 0 2 1 58
13 10 1 0 7 5 7 29 12 2 2 6 6 53 17 2 1 4 1 56 6 0 1 1 0 1 0 3 3 1 3 2 2 1 48
11 8 0 2 6 4 6 23 10 1 1 5 3 54 21 2 2 4 0 60 9 0 2 1 0 2 1 1 3 0 2 0 2 1 51
20 14 3 1 4 4 4 30 9 2 2 4 0 47 15 1 2 3 0 53 9 0 3 1 0 0 3 2 3 3 3 0 0 1 45
24 16 2 0 7 3 7 45 15 3 2 7 0 58 14 0 3 5 0 62 8 0 2 1 0 0 3 3 1 3 1 0 1 2 53
14 10 2 3 6 4 6 28 10 1 0 6 5 53 19 2 3 4 0 66 12 2 2 1 0 3 0 0 3 3 3 2 0 2 56
9 7 0 0 4 2 4 19 9 1 1 4 3 33 12 1 2 2 0 43 10 1 3 1 0 1 0 2 3 3 1 0 0 1 36
15 11 1 1 7 2 6 31 12 1 0 7 0 62 22 2 2 5 0 65 7 0 1 1 0 0 1 1 3 3 1 0 1 2 55
11 9 1 3 6 2 6 28 12 1 0 6 0 50 16 1 2 4 0 56 8 0 2 1 0 3 2 1 1 3 3 2 2 2 48
7 6 2 1 1 8 4 6 2 2 1 0 8 8 3 1 2 0 2 9 3 1 2 0 0 2 0 3 3 2 2 0 1 1 8
14 10 1 1 3 4 3 27 10 2 1 3 0 40 12 1 2 2 0 48 9 0 3 1 0 1 1 3 2 0 2 0 1 1 41
16 11 2 1 3 7 5 25 8 2 2 2 1 31 7 2 2 1 0 32 4 0 1 0 0 3 3 3 3 1 0 1 2 2 27
12 9 0 1 7 2 7 22 8 1 1 7 3 53 21 2 1 5 0 61 11 0 3 2 0 1 0 0 3 1 2 1 1 2 51
16 11 2 1 3 1 3 23 7 1 2 3 0 39 12 2 2 2 0 42 5 1 2 0 0 1 1 1 3 3 2 1 1 2 35
6 5 0 0 2 8 6 14 6 1 1 2 1 35 15 2 3 2 3 28 0 0 2 0 4 1 2 2 0 3 0 2 1 2 24
20 13 2 1 4 5 5 34 11 2 2 3 1 51 14 1 1 2 0 55 6 0 2 1 0 1 1 0 1 1 3 2 1 1 47
20 14 2 0 6 2 6 36 13 3 1 6 0 59 18 0 1 4 0 61 8 0 2 1 0 1 3 2 0 0 0 2 0 0 52
12 10 2 1 2 7 3 20 7 1 2 2 2 35 13 2 2 2 0 49 12 0 1 1 0 0 3 2 1 3 3 1 1 2 42
15 12 2 1 6 0 6 29 11 2 2 6 0 53 18 2 1 3 0 55 7 1 1 1 0 3 2 1 1 2 0 0 2 1 46
18 12 2 1 6 3 6 33 12 2 2 6 0 58 19 1 2 5 0 64 10 0 2 1 0 1 1 2 2 3 0 1 0 1 55
5 5 0 1 2 4 3 14 8 2 1 2 0 33 14 2 2 1 0 26 1 0 2 0 0 0 1 3 1 3 2 0 1 1 22
12 9 1 1 3 6 4 23 9 2 2 3 0 44 15 2 3 2 0 49 7 0 2 1 0 1 2 2 1 3 2 1 0 2 41
17 12 2 0 6 2 6 32 13 3 1 5 0 53 17 1 1 4 0 65 11 0 2 2 0 1 2 3 3 3 0 1 2 1 56
15 12 3 2 6 0 6 29 11 2 1 7 0 56 19 2 3 5 0 70 13 0 1 2 0 0 3 1 0 3 2 1 2 1 60
14 11 1 1 4 0 4 27 10 2 3 4 0 53 19 2 2 3 0 58 7 1 2 1 0 3 3 3 0 1 3 1 1 2 50
10 9 1 3 5 3 6 20 9 0 1 4 1 44 17 1 1 3 0 50 9 1 1 1 0 3 2 3 1 1 3 2 1 2 43
17 11 2 1 3 0 3 26 8 1 1 3 0 43 13 2 2 2 0 51 9 0 1 1 0 3 0 1 3 2 3 2 2 0 44
20 14 2 1 6 2 6 31 10 2 1 5 0 53 16 3 2 3 0 55 7 1 3 1 0 1 1 3 2 3 2 2 2 1 47
26 17 3 1 6 0 6 33 7 0 1 6 0 55 17 1 1 4 1 65 10 1 3 1 0 0 0 3 0 3 3 0 2 1 55
0 8 1 1 2 8 6 7 7 1 0 2 2 27 15 1 2 2 1 40 11 1 2 1 0 0 2 0 0 3 1 0 1 1 34
17 13 2 2 6 5 6 34 12 2 0 5 5 56 17 2 3 3 0 57 6 1 2 1 0 3 1 1 2 3 1 0 2 2 48
17 12 3 3 5 3 5 31 11 2 2 6 0 57 20 2 3 4 0 61 8 0 3 1 0 2 3 3 0 3 1 1 1 0 52
10 8 0 2 5 4 5 20 8 0 3 5 0 46 18 2 3 4 0 54 9 0 1 1 0 3 2 3 0 3 2 1 2 2 46
14 10 2 1 3 5 3 20 6 1 1 2 0 25 6 1 1 1 0 20 0 1 2 0 0 0 1 3 2 0 2 0 2 0 17
9 7 1 1 3 7 4 22 9 1 2 2 3 27 7 1 2 1 0 28 4 1 1 0 0 2 1 3 1 3 2 0 2 1 24
12 10 2 3 3 2 3 18 7 1 3 3 0 32 11 2 2 2 0 43 10 1 1 1 0 3 3 3 3 1 2 2 1 2 37
12 10 1 3 5 0 5 27 11 2 3 5 0 51 17 1 2 3 0 54 7 0 1 1 0 2 0 1 1 0 0 1 0 1 46
19 12 2 1 4 4 4 30 9 1 1 3 4 44 13 2 2 2 0 47 7 0 3 1 0 1 0 0 1 3 1 2 0 2 40
6 6 1 3 2 7 4 14 7 1 1 2 4 20 8 2 3 1 0 13 0 1 1 0 0 2 1 1 3 3 3 0 1 2 11
13 10 2 2 4 2 4 26 9 1 2 4 0 50 18 2 2 3 0 65 14 2 2 1 0 1 1 2 3 1 3 1 0 2 56
27 18 3 0 5 5 5 41 11 2 1 5 0 65 17 2 1 3 0 71 9 1 3 1 0 0 3 3 1 3 0 0 0 2 60
9 7 0 1 5 3 5 18 8 1 1 4 1 39 15 1 1 3 0 40 6 0 1 1 0 3 2 0 1 1 3 2 0 2 34
10 8 2 2 2 8 4 6 0 1 1 0 8 0 0 2 2 0 4 0 0 1 1 0 2 1 0 3 2 2 2 2 2 0 0
8 8 1 1 4 5 4 17 7 1 3 4 2 38 15 1 1 3 0 43 8 0 3 1 0 0 3 3 3 0 1 0 2 0 37
15 10 3 0 2 5 3 22 7 1 2 2 3 32 10 2 3 1 0 32 5 1 2 0 0 0 1 0 1 2 0 0 1 0 27
8 7 0 2 5 2 6 24 12 2 0 5 0 43 15 0 1 3 0 49 7 1 3 1 0 2 3 1 0 1 1 0 2 1 42
16 11 1 1 5 6 6 32 12 2 1 5 1 61 20 1 1 4 0 68 10 2 2 1 0 0 2 0 2 3 3 0 0 1 58
17 13 2 1 6 5 6 36 13 2 3 6 2 71 24 3 2 5 0 79 10 0 1 2 0 1 1 2 2 3 1 1 0 2 67
13 9 1 2 5 2 5 26 11 2 1 4 0 51 18 2 2 3 0 60 9 1 1 1 0 0 2 0 1 3 3 0 0 2 51
7 7 0 1 4 6 5 17 8 1 2 3 0 33 12 2 2 2 0 39 7 0 1 1 0 0 3 3 0 2 3 0 1 0 33
10 8 1 1 5 5 6 23 11 1 2 6 0 48 18 2 1 4 0 50 5 0 2 1 0 0 3 1 2 1 3 0 1 1 43
12 9 1 2 5 1 5 21 8 0 1 5 2 52 21 2 3 4 1 53 5 0 3 1 0 2 0 1 1 3 1 0 1 1 45
16 11 1 3 6 2 5 37 15 2 0 7 0 60 19 3 2 4 0 59 6 1 2 1 0 3 3 0 2 1 1 2 1 2 50
16 12 2 1 7 5 6 36 14 3 2 6 1 65 20 2 1 4 0 69 7 1 1 1 0 3 2 0 2 3 1 2 0 1 59
13 10 1 1 5 0 5 21 8 1 1 4 0 45 18 2 3 3 0 57 12 1 1 1 0 1 3 3 0 3 1 0 2 2 48
12 9 1 1 4 4 4 23 9 1 1 4 4 41 14 1 2 3 3 54 12 1 3 1 0 1 0 0 0 2 1 0 0 0 46
17 12 1 1 6 1 6 28 9 1 3 5 0 52 18 1 1 3 0 60 10 1 2 1 0 0 0 0 0 2 1 0 0 1 51
14 10 2 2 3 7 6 25 9 2 2 3 3 44 15 3 2 2 0 57 12 1 1 1 0 3 2 2 3 1 0 2 1 2 48
9 7 0 1 3 2 3 14 6 1 1 2 0 19 6 2 2 1 0 21 4 1 2 0 0 1 3 1 3 0 2 2 1 1 18
6 6 1 1 1 8 6 11 5 2 1 1 5 16 6 2 2 1 4 13 2 1 1 0 7 0 0 0 0 2 0 0 0 1 11
13 10 1 2 6 4 6 26 10 1 1 5 2 42 14 2 3 3 0 43 5 0 2 1 0 3 1 1 3 3 2 2 2 1 37
0 3 3 2 0 8 4 0 1 2 2 0 8 0 0 1 2 0 6 0 2 1 2 0 1 2 0 3 1 2 1 0 2 0 0
13 10 2 2 4 3 5 32 14 2 0 4 0 54 16 2 1 2 0 64 12 1 2 1 0 2 3 0 2 3 3 0 0 1 54
15 11 1 1 4 2 4 27 9 2 3 3 4 43 14 2 3 2 0 51 9 0 3 1 0 2 0 3 1 3 3 0 1 1 44
13 9 1 1 4 1 5 28 11 2 2 4 3 54 19 1 1 3 3 63 9 1 2 1 3 3 0 0 0 3 1 0 0 1 53
16 11 2 1 5 5 5 38 15 3 3 5 0 60 17 1 1 3 1 61 6 1 2 1 1 1 3 3 0 1 0 1 0 1 52
11 8 0 3 6 3 6 25 11 2 1 5 0 56 21 2 2 4 0 62 9 2 3 1 0 2 2 3 1 3 2 0 1 2 53
14 10 1 1 6 2 6 30 12 2 1 6 2 53 18 1 2 4 0 60 10 0 2 1 0 1 0 3 3 3 2 0 2 2 51
15 11 1 0 6 2 6 29 11 2 3 6 0 50 15 0 2 4 0 49 5 1 2 1 0 0 2 1 1 1 0 0 1 2 42
25 17 3 1 7 4 7 44 14 2 0 7 0 79 24 2 1 4 0 89 13 1 1 1 0 0 3 1 2 1 3 1 2 2 76
16 11 1 3 5 1 5 0 14 2 0 5 2 29 19 2 2 4 0 41 11 1 2 1 0 3 0 1 1 3 3 2 1 1 35
19 13 2 1 6 0 6 29 9 1 3 6 0 46 14 1 2 4 0 56 10 0 2 1 1 3 1 3 0 2 0 2 1 0 48
11 9 1 3 5 5 6 28 12 2 1 5 1 48 15 2 2 3 0 56 10 1 3 1 0 3 1 3 3 3 2 2 2 2 48
16 11 1 1 7 0 7 29 11 2 3 6 0 47 15 0 2 4 0 51 8 0 2 1 0 0 1 3 1 1 0 1 2 1 43
19 13 3 1 4 3 4 29 8 1 1 3 0 42 11 1 3 2 0 49 9 1 1 1 0 1 2 2 1 2 3 2 1 1 42
9 8 0 1 7 1 6 25 11 1 0 7 0 45 15 1 2 4 0 49 8 0 3 1 0 2 1 1 2 0 1 0 1 1 41
6 6 2 3 2 8 5 11 6 3 0 1 8 21 8 1 2 1 1 25 5 0 2 0 0 2 0 0 1 3 2 1 1 1 21
3 4 0 1 1 8 3 6 4 1 2 1 6 17 9 1 2 1 2 17 4 0 2 0 4 0 0 3 1 1 0 0 2 2 15
0 0 1 3 0 8 6 0 0 3 1 0 6 0 1 1 2 0 5 0 0 0 1 0 2 2 1 3 1 2 1 0 2 1 0
10 8 1 1 4 3 4 21 10 1 1 4 0 33 10 1 3 2 0 40 9 1 2 1 0 2 3 1 3 3 1 0 1 1 34
19 13 2 1 6 3 6 31 10 2 3 5 0 33 4 2 2 0 0 26 1 0 3 0 0 3 2 3 3 3 1 2 1 2 22
14 11 1 2 6 5 7 26 9 2 1 3 7 44 14 2 1 2 3 48 8 0 3 1 3 3 0 1 1 0 0 2 1 0 41
10 7 2 3 2 8 6 18 8 1 2 3 3 37 14 1 1 2 0 46 9 1 3 1 1 3 3 3 1 3 0 2 2 2 39
13 9 1 1 4 6 4 25 10 1 0 4 1 50 19 2 2 3 0 57 9 1 2 1 0 3 3 1 2 1 1 1 1 0 48
11 9 2 1 3 4 4 18 7 2 1 2 0 28 9 1 2 1 0 22 0 0 2 0 0 1 2 0 3 1 2 2 0 2 18
16 12 1 0 5 5 6 24 7 2 2 2 7 35 9 2 2 1 3 27 0 0 2 0 0 1 0 2 3 2 1 2 0 0 23
8 7 2 1 1 8 6 5 0 2 2 0 8 1 0 0 1 0 4 0 0 1 3 0 0 3 0 2 2 2 3 2 0 0 0
10 8 1 1 6 2 6 23 10 1 0 5 0 47 19 1 1 3 0 59 12 1 2 1 0 2 3 1 2 1 0 1 1 1 51
14 10 1 2 6 5 6 30 11 2 2 6 0 50 15 2 2 3 0 63 12 0 1 1 0 3 2 3 2 3 2 1 1 1 54
13 9 1 1 3 2 3 20 7 2 1 2 2 33 12 2 1 1 0 36 5 1 1 0 0 0 0 0 1 2 2 0 0 0 31
11 9 1 1 3 5 4 24 10 1 1 3 1 41 13 1 1 2 2 48 8 0 3 1 2 0 1 3 0 0 0 0 1 0 41
15 11 2 1 3 5 4 24 7 1 1 2 1 31 9 2 1 1 1 31 3 1 1 0 0 1 3 2 0 1 2 2 0 1 27
13 9 0 1 5 6 6 30 12 1 0 5 0 49 15 1 1 3 0 52 8 0 2 1 0 0 3 1 3 3 2 0 1 2 44
16 11 2 1 6 4 7 33 13 2 1 6 0 60 19 3 2 4 0 68 10 1 1 1 0 0 2 1 1 0 3 1 2 0 58
14 10 2 3 4 7 6 24 8 2 2 2 8 33 8 0 1 1 5 28 1 1 1 0 0 2 0 1 1 1 3 0 2 2 24
15 11 1 1 7 0 6 36 15 3 2 6 0 64 20 1 1 4 1 70 9 2 1 1 0 2 0 3 0 1 3 1 2 2 59
10 8 1 1 2 7 4 6 0 2 2 1 7 17 10 2 1 1 3 17 3 0 2 0 1 0 0 0 3 1 0 0 1 2 14
17 12 2 1 4 5 4 31 12 2 2 4 1 57 19 2 2 3 0 65 9 1 2 1 0 2 2 3 2 3 3 0 1 2 55
4 4 1 3 1 8 4 10 6 3 1 1 5 17 7 1 1 1 7 12 0 0 2 0 4 3 2 1 0 3 2 1 2 1 10
13 9 1 1 5 4 4 24 10 1 2 5 0 52 21 2 1 3 0 58 9 0 1 1 0 2 2 3 2 2 2 1 2 0 49
15 11 1 1 6 0 5 25 9 1 1 6 0 46 16 1 1 3 0 56 11 1 1 1 0 2 1 1 3 0 3 1 1 0 48
20 14 3 1 5 0 6 34 10 2 0 4 0 55 17 1 1 3 0 67 13 2 1 1 0 2 1 0 1 2 3 1 0 0 57
12 9 1 1 6 0 5 24 11 2 1 5 0 52 19 1 2 4 0 60 10 2 1 1 0 1 2 3 3 3 2 0 1 1 51
14 10 1 3 5 1 5 34 14 3 2 6 0 54 16 1 2 4 0 62 9 2 2 1 0 2 3 0 3 2 0 0 0 0 53
15 11 2 3 7 6 7 20 6 0 2 7 3 48 19 2 3 4 0 57 10 0 2 1 0 2 1 3 3 3 2 1 1 1 49
14 10 1 1 5 1 6 24 9 1 2 5 0 52 20 2 2 3 0 55 7 1 2 1 0 1 3 2 1 3 1 0 0 1 46
10 8 1 1 4 1 4 18 7 0 1 4 0 37 15 2 1 3 0 51 13 2 2 1 0 2 2 0 1 3 1 0 0 1 44
14 11 2 1 5 5 6 26 9 1 3 4 1 46 16 0 2 3 0 55 9 1 3 1 0 1 1 2 1 1 0 0 0 2 47
16 11 2 1 4 6 6 30 11 1 0 4 4 51 15 2 2 3 4 58 8 1 1 1 1 2 2 0 0 3 1 1 1 2 50
16 12 2 1 4 0 4 33 12 2 1 4 0 48 13 0 1 3 0 55 9 0 3 1 0 1 0 1 0 2 0 2 1 0 47
12 9 1 3 6 5 6 25 10 1 3 5 1 46 16 3 2 3 0 52 7 0 2 1 0 3 1 2 1 1 0 1 0 2 44
5 5 1 3 1 8 5 6 3 1 3 1 3 15 8 1 1 1 1 10 0 0 2 0 0 2 3 3 2 1 3 0 1 1 8
14 11 2 1 4 3 4 27 10 2 1 4 0 48 16 1 1 3 0 52 8 2 3 1 0 3 1 2 2 1 0 2 1 1 44
12 9 1 3 6 4 7 20 8 0 1 7 1 50 21 1 1 5 0 72 17 1 1 2 0 3 3 1 3 1 0 1 1 1 61
13 9 1 1 6 5 6 26 10 2 3 6 1 48 17 2 2 4 0 58 11 0 1 1 0 3 3 1 2 1 2 1 2 1 49
10 7 1 3 3 5 4 19 8 1 0 3 0 43 17 1 2 3 0 50 9 0 2 1 0 1 1 1 0 2 3 1 1 0 42
16 12 1 0 5 4 5 24 8 1 3 5 0 49 18 2 2 3 0 61 11 0 1 1 0 1 2 3 1 3 1 1 2 2 52
10 9 1 1 5 4 6 26 12 2 1 5 0 51 19 2 1 3 0 57 9 0 1 1 0 0 3 3 2 1 3 0 2 2 48
16 11 3 0 3 8 6 10 0 2 1 0 8 6 0 2 2 0 1 7 4 1 1 0 0 0 0 0 3 2 1 0 1 0 6
19 12 3 1 4 2 4 32 10 2 1 4 0 56 17 2 3 2 0 58 6 0 2 1 0 3 3 0 1 3 1 2 1 1 49
23 15 3 0 4 7 6 36 10 2 3 5 2 58 17 1 1 4 3 72 12 1 1 1 0 1 3 3 0 1 3 2 2 2 61
12 9 1 1 3 3 3 20 8 2 1 2 7 31 9 2 2 1 2 31 4 1 3 0 0 2 0 1 2 3 3 0 2 2 26
16 12 1 3 7 1 6 28 11 1 1 7 0 54 19 2 2 5 0 63 10 1 3 2 0 2 2 2 2 3 2 0 1 2 54
13 10 2 1 6 3 6 30 13 2 2 6 0 53 18 2 3 4 0 56 7 1 2 1 0 3 3 2 3 2 1 2 1 0 48
8 6 0 1 5 3 6 24 12 2 2 4 0 44 15 2 3 3 0 47 7 2 3 1 2 1 2 3 3 3 0 2 2 1 40
17 12 2 0 5 0 5 28 10 2 1 5 0 49 17 1 1 4 0 60 11 1 2 1 0 1 3 1 2 1 2 1 1 1 51
8 7 0 0 5 5 5 18 8 1 2 4 5 34 13 1 2 3 3 41 8 0 3 1 1 0 0 3 3 3 1 0 1 1 35
13 10 1 1 3 0 3 27 12 2 0 3 0 44 14 1 2 2 0 42 3 1 2 0 0 0 3 1 2 1 0 1 2 2 36
18 13 2 0 3 8 6 27 7 1 1 3 4 44 13 1 2 2 0 51 10 2 2 1 0 0 1 3 2 0 1 0 1 1 43
17 12 3 1 3 0 4 22 6 1 1 2 0 32 8 2 2 1 0 33 4 1 2 0 0 1 3 0 1 3 0 2 0 1 28
9 7 1 1 3 6 4 18 7 2 1 2 6 27 8 0 2 1 2 21 0 0 2 0 0 1 0 0 1 2 2 2 0 0 18
15 10 1 1 5 5 6 25 9 1 1 5 1 45 15 1 2 4 0 52 9 2 3 1 0 2 3 1 2 3 1 0 1 2 44
0 0 1 2 0 8 4 0 2 1 2 0 1 0 0 1 1 0 0 0 1 1 1 0 0 2 3 1 1 3 0 0 1 2 0
15 11 1 0 6 3 6 25 9 1 3 7 1 50 19 1 1 5 0 58 10 0 2 2 0 1 1 1 0 3 3 2 2 1 49
15 10 2 0 4 3 5 26 10 2 1 4 0 46 16 2 2 3 0 53 9 1 2 1 0 1 1 2 1 1 2 2 0 1 45
14 11 2 3 6 4 6 34 14 2 0 7 0 61 20 1 1 5 0 64 7 1 1 1 0 3 3 1 0 1 2 0 1 1 55
0 0 2 2 0 8 5 0 0 2 1 0 5 0 0 1 2 0 1 1 3 0 2 0 0 2 2 0 1 2 3 1 0 0 1
13 10 1 0 5 1 5 25 10 2 3 4 2 48 16 1 2 3 4 54 8 0 3 1 0 1 0 3 0 0 1 1 0 1 46
22 15 3 0 7 3 6 32 9 1 1 7 0 69 25 2 1 6 0 82 13 1 1 2 0 1 3 3 2 3 0 0 2 2 70
12 9 1 2 4 3 5 23 9 2 3 4 5 41 14 2 1 2 5 42 5 0 1 0 5 2 0 1 0 1 0 0 1 2 35
13 10 1 0 4 5 4 19 6 1 3 2 7 23 7 1 3 1 4 18 0 1 2 0 5 2 0 3 2 3 0 0 1 2 16
12 10 1 1 4 3 4 24 10 2 2 4 0 47 17 1 1 3 0 54 9 1 2 1 0 2 1 2 0 2 1 0 0 0 46
9 8 1 0 2 8 5 18 8 2 0 2 1 28 10 1 1 1 0 25 3 2 1 0 0 1 3 1 1 3 1 2 2 2 21
14 10 1 2 5 1 5 27 10 1 3 5 0 51 18 1 1 3 0 52 6 1 2 1 0 3 3 3 3 1 3 1 2 2 44
10 9 1 3 4 6 5 23 10 2 1 3 1 47 18 3 3 2 2 57 11 1 1 1 0 3 3 2 0 3 1 0 0 2 49
16 12 2 3 6 5 6 31 12 2 1 5 1 53 17 1 2 3 5 56 7 0 1 1 0 2 3 3 0 3 3 1 1 2 48
12 10 1 1 6 3 6 29 13 2 2 5 0 52 17 2 1 3 0 59 9 0 2 1 0 0 1 3 3 1 0 0 1 1 50
16 11 1 0 6 3 6 30 11 1 1 5 0 47 15 2 1 3 0 54 10 0 1 1 0 1 1 1 1 1 1 1 1 2 46
16 12 2 2 3 6 4 22 6 1 1 2 1 43 16 2 3 2 0 50 9 0 2 1 0 1 1 1 1 3 0 0 1 1 43
15 10 1 1 4 0 4 31 11 2 2 4 0 47 14 1 1 2 0 50 6 1 2 1 0 1 2 3 2 0 2 1 1 0 43
13 9 1 2 3 7 4 31 13 2 2 4 3 48 13 1 3 3 0 53 9 0 3 1 1 2 1 1 3 3 0 0 2 1 45
10 8 1 3 4 1 4 24 11 1 1 5 0 48 18 2 2 3 0 51 6 0 3 1 0 3 3 3 2 0 1 2 2 0 43
